County Name,Water Body Name,Advisory Level,Incident Updated On,Bloom Determined By,BloomLastVerifiedOn,Description,Water Body Manager_Clean,Rec Land Manager_Clean,County Name,Has Contact With Water,Incident Information,Is Incident Resoloved,First Report,Water Body Name,Rec Land Manager,Regional Water Board,TypeofSign,Water Body Manager,Water Body Type,DetailStaticText,Latitude1,Longitude1
Placer,"Combie Lake, near confluence with Bear River",Last verified >90 days ago,3/12/2021,observation,3/11/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,Nevada Irrigation District,NA,Placer,FALSE,"3/12/2021: Nevada County irrigation district staff conducted a visual assessment of Combie Lake on 3/11 and did not find any algal biomass or bloom. No advisory.

On 3/11/2021 the Water Boards was notified by Placer County Environmental Health of accumulations of organic matter near the confluence with Bear River. The Central Valley Regional Board is coordinating field sampling to determine if this is algae. Caution advisory until field investigation is completed.",FALSE,3/2/2021,"Combie Lake, near confluence with Bear River",,Region 5 - Central Valley,None,Nevada Irrigation District,,Detail,39,-121
Placer,Duncan Creek ~0.3mi below Ltl. Duncan Cr.,Caution,7/30/2021,analytical,7/19/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Placer,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
……………………………………………………………………………………………….
7/30/2021: Samples were collected on 7/19. Two samples were collected at the same site. In the first sample, microcystins were present 17.35 ng/g dry weight and anatoxin-a at 11.66 ng/g dry weight. For the second sample, microcystins were present at 291.58 ng/g dry weight and anatoxin-a at 12.15 ng/g dry weight. Because toxic algal mats were present, a toxic algae alert advisory is recommended.

7/12/2021: samples were collected on 6/28. Microcystins were detected at 68 ng/g dry weight. Because toxic algal mats were present, a toxic algae alert advisory is recommended.",FALSE,6/28/2021,Duncan Creek ~0.3mi below Ltl. Duncan Cr.,,Unknown Region,Caution,,creek,Detail,39,-120
Placer,"Folsom Lake, Beals Point Day use/beach",Last verified >30 days ago,5/25/2021,Both,5/17/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,"CA State Parks, Gold Fields District",Placer,TRUE,"5/25/2021: State Parks conducted monitoring for the holiday assessment. No visible indicators of a bloom observed in main lake. However, a water sample was collected from a isolated pool nearby the shore due to extensive algal material. Lab testing detected high amount of non-toxic green algae in sample and cyanotoxins were non-detect. Recommend no advisory.",FALSE,5/17/2021,"Folsom Lake, Beals Point Day use/beach","CA State Parks, Gold Fields District",Region 5 - Central Valley,None,,,Detail,39,-121
Placer,"Folsom Lake, Rattlesnake Bar boat launch",Last verified >30 days ago,5/25/2021,Both,5/17/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,"CA State Parks, Gold Fields District",Placer,TRUE,5/25/2021: State Parks conducted monitoring for the holiday assessment. Water sample was collected. No visible bloom observed at the site and low concentration of cyanobacteria detected by microscope. No advisory recommended at this time. Water Boards will coordinate follow up sampling to monitor conditions.,FALSE,5/17/2021,"Folsom Lake, Rattlesnake Bar boat launch","CA State Parks, Gold Fields District",Region 5 - Central Valley,None,,,Detail,39,-121
Placer,"Lake Clementine, lower lake boat launch",Last verified >30 days ago,5/25/2021,Both,5/17/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,"CA State Parks, Gold Fields District",Placer,TRUE,5/25/2021: State Parks conducted monitoring for the holiday assessment. Water sample was collected at boat launch. No visible signs of a bloom or algal mats were observed. Cyanotoxins were non detect. No advisory recommended.,FALSE,5/17/2021,"Lake Clementine, lower lake boat launch","CA State Parks, Gold Fields District",Region 5 - Central Valley,None,,,Detail,39,-121
Placer,"Lake Clementine, upper day use area/beach",Last verified >30 days ago,5/25/2021,Both,5/17/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,"CA State Parks, Gold Fields District",Placer,TRUE,5/25/2021: State Parks conducted monitoring for the holiday assessment. Water sample was collected at beach. No visible signs of a bloom or algal mats were observed. Cyanotoxins were detected below recreational trigger levels. No advisory recommended.,FALSE,5/17/2021,"Lake Clementine, upper day use area/beach","CA State Parks, Gold Fields District",Region 5 - Central Valley,None,,,Detail,39,-121
Placer,Lake Tahoe North shore near Bristlecone Beach (near Tahoe City),Last verified >90 days ago,4/23/2021,Both,4/19/2021,No new observations have been made of this bloom for more than 90 days. Contact waterbody manager for current conditions.,NA,NA,Placer,TRUE,"4/23/21: Results from sample collected on 4/19/21 indicate no cyanobacteria cells.  

4/19/2021: On 4/16 the Water Boards received photographs of floating algal mats at near Bristlecone Beath. On 4/19 Regional Board staff sampled the mats and sent them for cyanotoxin analyses. We recommend avoiding accumulations of algal material, especially for dogs and children. Caution advisory.",TRUE,4/16/2021,Lake Tahoe North shore near Bristlecone Beach (near Tahoe City),,Region 6 - Lahontan,None,,,Detail,39,-120
Placer,Martis Creek Reservoir,None,8/3/2021,Both,7/26/2021,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,NA,NA,Placer,FALSE,"Lahontan and UC Davis are partnering to study lakes throughout the Sierras that are in high elevations to see if they are blooming. We are focusing our efforts on a watershed basis, and the lakes included in this watershed are Summit Lake, Donner Lake, and Martis Creek Reservoir.
--------------------------------------------------------------------------------
7/26/21- Some visual indicators were present at this location, but lab results did not indicate the presense of cyanobacteria or toxins. 

6/2/21 – The sample contained a low amount of eukaryotic algae, and no cyanobacteria were observed. No cyanotoxins analyzed.",FALSE,6/2/2021,Martis Creek Reservoir,,Region 6 - Lahontan,None,,Reservoir,Detail,39,-120
Placer,Monumental Creek ~2.1mi above EF NF of NF American R.,Last verified >30 days ago,6/30/2021,*,*,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Placer,FALSE,*,FALSE,*,Monumental Creek ~2.1mi above EF NF of NF American R.,,Unknown Region,None,,creek,Detail,39,-121
Plumas,Chips Creek,Caution,7/23/2021,analytical,7/15/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Plumas,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
…………………………………………………………………………………………………..
7/23/2021: Samples were collected on 7/15. Lab results had anatoxin-a 15.27 ng/g dry weight and microcystins present at 15.73 ng/g dry weight. Because cyantoxins were present, a toxic algae mat advisory is recommended.",FALSE,7/15/2021,Chips Creek,,Unknown Region,caution,,creek,Detail,40,-121
Plumas,Gray Eagle Creek ~1mi below Gray Eagle Ldg. Rd.,Last verified >30 days ago,6/30/2021,analytical,6/14/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Plumas,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
…………………………………………………………………………………………………..
6/14: samples were collected for lab analysis. Results were non-detect for cyanotoxins.",FALSE,6/14/2021,Gray Eagle Creek ~1mi below Gray Eagle Ldg. Rd.,,Unknown Region,none,,creek,Detail,40,-121
Plumas,Jamison Creek 1.3 miles upstream from middle fork Feather River,Caution,7/23/2021,analytical,7/14/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Plumas,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………….
7/23/2021: samples were collected on 7/13. Lab results showed microcystins present at 492.9 ng/g dry weight and anatoxin-a present at 15.79 ng/g dry weight. Because cyanotoxins were present, a toxic algae alert is recommended.",FALSE,7/14/2021,Jamison Creek 1.3 miles upstream from middle fork Feather River,,Unknown Region,caution,,creek,Detail,40,-121
Plumas,Little Grizzly Creek ~2.1mi below Oliver Cr.,None,7/23/2021,analytical,7/13/2021,No bloom advisory. Cyanotoxin concentrations or visual indicators do not exceed  advisory trigger levels.,NA,NA,Plumas,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………….
7/23/2021: Samples were collected on 7/13. No cyanotoxins were present in the lab analysis. No advisory recommended.",FALSE,7/13/2021,Little Grizzly Creek ~2.1mi below Oliver Cr.,,Unknown Region,none,,creek,Detail,40,-121
Plumas,Little Last Chance Creek ~03mi below Frenchman Lk. Rd.,Last verified >30 days ago,7/1/2021,analytical,6/2/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Plumas,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
…………………………………………………………………………………………………
6/2/2021: Samples were collected on 6/2. Saxitoxin was present in low concentratoins at 0.46 ng/g dry weight. Due to toxins detection in algal mats, toxic algae alert advisory recommended.",FALSE,6/2/2021,Little Last Chance Creek ~03mi below Frenchman Lk. Rd.,,Unknown Region,Caution,,creek,Detail,40,-120
Plumas,Red Clover Creek @ Clearwater Cr.,Last verified >30 days ago,6/30/2021,analytical,6/15/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Plumas,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
……………………………………………………………………………………………….
6/15: samples were collected for lab analysis. Results were non-detect for cyanotoxins.",FALSE,6/15/2021,Red Clover Creek @ Clearwater Cr.,,Unknown Region,none,,creek,Detail,40,-121
Plumas,"Rice Creek, north arm",Caution,7/30/2021,analytical,7/19/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Plumas,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
………………………………………………………………………………………………….
7/30/2021: sample collected on 7/19. Anatoxin-a present at 51.94 ng/g dry weight and microcystins present at 1,285 ng/g dry weight. Because toxic algal mats are present, a toxic algae alert is recommended.",FALSE,7/19/2021,"Rice Creek, north arm",,Region 5 - Central Valley,caution,,creek,Detail,40,-121
Plumas,Rock Creek ~5.7mi above Jennie Creek,Last verified >30 days ago,7/1/2021,analytical,5/26/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Plumas,FALSE,"The Water Boards is performing an ambient monitoring study in coordination with the SWAMP Bioassessment Reference Condition Monitoring Program to collect toxic algal samples in wadeable streams. In 2021, samples will be collected twice at each monitoring station in areas with absent or minimal human disturbance in coordination with California Department of Fish and Wildlife. This study is to better characterize toxic algal mat presence throughout the state of California. The lab results and recommendations for this site is below.
…………………………………………………………………………………………………
5/26/2021: samples were collected on 5/26 and analyzed for cyanotoxins. Results had 87.13 microcystins ng/gdry weight. Due to toxins detection in algal mats, toxic algae alert advisory recommended.",FALSE,5/26/2021,Rock Creek ~5.7mi above Jennie Creek,,Unknown Region,Caution,,creek,Detail,40,-121
Riverside,Lake Elsinore - Inlet Channel,Last verified >30 days ago,6/16/2021,Both,6/2/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,NA,Riverside,FALSE,"6/15: Water monitoring conducted on 6/2 confirmed cyanobacteria bloom and low levels of cyanotoxins. Lake wide Caution advisory continues.

5/28/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 5/18/21 as part of an ongoing Special Study. Due to lab results and  visual indicators, Water Boards recommend that the lake-wide Caution Advisory be maintained.

01/15/21: Satellite imagery indicates that the lakewide cyanobacteria bloom continues at Lake Elsinore. City of Lake Elsinore staff continue to keep signage around the lake at the “Caution” level. HAB occurrence continues from 2020",FALSE,8/31/2020,Lake Elsinore - Inlet Channel,,Region 8 - Santa Ana Region,Caution,,,Detail,34,-117
Riverside,Lake Elsinore Marina and RV Park,Last verified >30 days ago,6/30/2021,Both,6/17/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,City of Elsinore,Riverside,FALSE,"6/25/21: Water monitoring conducted on 6/17 confirmed cyanobacteria bloom and low levels of cyanotoxins. Caution advisory continues. 

6/15: Water monitoring conducted on 6/2 confirmed cyanobacteria bloom and low levels of cyanotoxins. Lake wide Caution advisory continues.

5/28/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 5/18/21 as part of an ongoing Special Study. Due to lab results and  visual indicators, Water Boards recommend that the lake-wide Caution Advisory be maintained.

01/15/21: Satellite imagery indicates that the lakewide cyanobacteria bloom continues at Lake Elsinore. City of Lake Elsinore staff continue to keep signage around the lake at the “Caution” level. HAB occurrence continues from 2020",FALSE,6/29/2020,Lake Elsinore Marina and RV Park,City of Elsinore,Region 8 - Santa Ana Region,Caution,,,Detail,34,-117
Riverside,Lake Elsinore Perret Park,Last verified >30 days ago,6/30/2021,Both,6/17/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,City of Elsinore,Riverside,FALSE,"6/25/21: Water monitoring conducted on 6/17 confirmed cyanobacteria bloom and low levels of cyanotoxins. Caution advisory continues. 

5/28/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 5/18/21 as part of an ongoing Special Study. Due to lab results and  visual indicators, Water Boards recommend that the lake-wide Caution Advisory be maintained.

01/15/21: Satellite imagery indicates that the lakewide cyanobacteria bloom continues at Lake Elsinore. City of Lake Elsinore staff continue to keep signage around the lake at the “Caution” level. HAB occurrence continues from 2020",FALSE,6/29/2020,Lake Elsinore Perret Park,City of Elsinore,Region 8 - Santa Ana Region,Caution,,,Detail,34,-117
Riverside,"Lake Elsinore, Elmgrove Beach",Last verified >30 days ago,6/30/2021,Both,6/17/2021,No new observations have been made of this bloom for 30 days. The bloom may still be present or may have subsided. Contact waterbody manager for current conditions.,NA,City of Elsinore,Riverside,FALSE,"6/25/21: Water monitoring conducted on 6/17 confirmed cyanobacteria bloom and low levels of cyanotoxins. Caution advisory continues. 

6/15: Water monitoring conducted on 6/2 confirmed cyanobacteria bloom and low levels of cyanotoxins. Lake wide Caution advisory continues. 

5/28/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 5/18/21 as part of an ongoing Special Study. Due to lab results and  visual indicators, Water Boards recommend that the lake-wide Caution Advisory be maintained.

02/16/21:  City of Lake Elsinore staff continue to keep signage around the lake at the “Caution” level. HAB occurrence continues from 2020. Also, Satellite imagery indicates that the lakewide cyanobacteria bloom continues at Lake Elsinore.",FALSE,9/3/2020,"Lake Elsinore, Elmgrove Beach",City of Elsinore,Region 8 - Santa Ana Region,Caution,,,Detail,34,-117
Riverside,"Lake Elsinore, Launch Point (La Laguna Beach)",Caution,7/19/2021,Both,7/19/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,City of Elsinore,Riverside,FALSE,"7/19/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 7/8/21 as part of an ongoing Special Study. Levels of microcystin were detected at or just below the caution level. Due to the results as well as visual observations we recommend that you continue to maintain the Caution Advisory. 

6/25/21: Water monitoring conducted on 6/17 confirmed cyanobacteria bloom and low levels of cyanotoxins. Caution advisory continues. 

6/15: Water monitoring conducted on 6/2 confirmed cyanobacteria bloom and low levels of cyanotoxins. Caution advisory continues. 

5/28/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 5/18/21 as part of an ongoing Special Study. Due to lab results and  visual indicators, Water Boards recommend that the lake-wide Caution Advisory be maintained.

02/16/21:  City of Lake Elsinore staff continue to keep signage around the lake at the “Caution” level. HAB occurrence continues from 2020. Also, Satellite imagery indicates that the lakewide cyanobacteria bloom continues at Lake Elsinore.",FALSE,9/3/2020,"Lake Elsinore, Launch Point (La Laguna Beach)",City of Elsinore,Region 8 - Santa Ana Region,Caution,,,Detail,34,-117
Riverside,"Lake Elsinore, Launch Pointe NE dock end",Caution,7/30/2021,BOTH,7/22/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,City of Lake Elsinore,Riverside,FALSE,"7/30/21 The Santa Ana Regional Water Quality Control Board sampled on 7/22/21. The microcystin results were above the Caution threshold set by the Trigger Levels for Humans and Animal Health. We recommend that the Lake-wide Caution Advisory be maintained.

7/19/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 7/8/21 as part of an ongoing Special Study. Levels of microcystin were detected at or just below the caution level. Due to the results as well as visual observations we recommend that you continue to maintain the Caution Advisory. 

6/25/21- Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 6/17/21 as part of an ongoing Special Study. The toxin concentrations were below the Caution level threshold but due to  visual indicators, staff recommend that the lake-wide Caution Advisory be maintained. 

6/2/21- Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 6/2/21 as part of an ongoing Special Study. The toxin concentrations were below the Caution level threshold but due to  visual indicators, staff recommend that the lake-wide Caution Advisory be maintained. Additionally, Prymnesium, or golden algae genes were detected in both samples.
5/28/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 5/18/21 as part of an ongoing Special Study. Due to  visual indicators, staff recommend that the lake-wide Caution Advisory be maintained.",FALSE,5/18/2021,"Lake Elsinore, Launch Pointe NE dock end",City of Lake Elsinore,Region 8 - Santa Ana Region,Caution,,,Detail,34,-117
Riverside,"Lake Elsinore, Near TMDL LE02
(Station Code 802LELE2A)",Caution,7/30/2021,Both,7/22/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",City of Lake Elsinore,NA,Riverside,FALSE,"7/30/21 The Santa Ana Regional Water Quality Control Board sampled on 7/22/21. The microcystin results were above the Caution threshold set by the Trigger Levels for Humans and Animal Health. We recommend that the Lake-wide Caution Advisory be maintained.

7/19/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 7/8/21 as part of an ongoing Special Study. Levels of microcystin were detected at or just below the caution level. Due to the results as well as visual observations we recommend that you continue to maintain the Caution Advisory. 

6/25/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 6/17/21 as part of an ongoing Special Study. The toxin concentrations were below the Caution level threshold but due to visual indicators, staff recommend that the lake-wide Caution Advisory be maintained. 

6/2/21- Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 6/2/21 as part of an ongoing Special Study. The toxin concentrations were below the Caution level threshold but due to  visual indicators, staff recommend that the lake-wide Caution Advisory be maintained. Additionally, Prymnesium, or golden algae genes were detected in both samples.

5/28/21-Samples were collected by Santa Ana Regional Water Quality Control Board Staff on 5/18/21 as part of an ongoing Special Study. Low levels of Microcystin and Cylindrospermopsin were detected. Due to lab results and  visual indicators, staff recommend that the lake-wide Caution Advisory be maintained.",FALSE,5/18/2021,"Lake Elsinore, Near TMDL LE02
(Station Code 802LELE2A)",,Region 8 - Santa Ana Region,Caution,City of Lake Elsinore,,Detail,34,-117
Riverside,Lake Evans - Fairmount Park,Caution,7/16/2021,Both,7/7/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",NA,NA,Riverside,FALSE,"7/7/2021: Santa Ana Regional Water Quality Control Board Staff sampled Lake Evans on July 7, 2021 as a response to an incident report on the Harmful Algal Bloom (HABs) Reporting page. Lab results detected some levels of microcystin as well as levels of Anatoxin-A. As a result staff is recommending a Caution Advisory for Lake Evans. 

6/29/2021: A Bloom Incident report was received from the public on 6/26 regarding a visual observation of a harmful algal bloom. Water Board staff is performing follow-up investigation.",FALSE,6/26/2021,Lake Evans - Fairmount Park,,Unknown Region,Caution,,lake,Detail,34,-117
Riverside,"Lake Perris, Moreno Swim Beach",Caution,8/3/2021,Both,7/26/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",CA Dept. of Water Resources (916) 653-8743,State Parks,Riverside,FALSE,"California Department of Water Resources conducts cyanobacteria monitoring at Clifton Court Forebay Inlet from Memorial Day to Labor Day (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743
8/3/21: Sample collected on 7/26. Lab testing observed potentially toxic (PTOX) cyanobacteria and microcystins detected at 0.97 ug/L. Caution advisory posted.

7/26/2021: Sample collected on 7/19. Lab testing observed potentially toxic (PTOX) cyanobacteria and microcystins non-detect. No advisory.

7/12/2021: samples collected on 7/6. Toxins were not analyzed due to low abundance of cyanobacteria observed by microscope.  No advisory

7/2/2021: samples collected on 6/28. Toxins were not analyzed due to no cyanobacteria observed by microscope.  No advisory

6/25/2021: Water sample collected on 6/21/2021. No potentially toxigenic (PTOX) cyanobacteria observed and no additional toxin analysis recommended. No advisory.

6/18/2021: Water sample collected on 6/14/2021. Low abundance of PTOX cyanobacteria but additional toxin analysis not recommended. No advisory.

6/17/2021: Water sample collected on 6/7/2021. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.

6/7/2021: Water sample collected on 6/1/2021. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.

5/28/2021: Water sample collected. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.",FALSE,5/3/2021,"Lake Perris, Moreno Swim Beach",State Parks,Region 8 - Santa Ana Region,Caution,CA Dept. of Water Resources (916) 653-8743,,Detail,34,-117
Riverside,"Lake Perris, outlet",Caution,8/3/2021,Both,7/26/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",CA Department of Water Resources (916) 653-8743,State Parks,Riverside,FALSE,"California Department of Water Resources conducts cyanobacteria monitoring at Clifton Court Forebay Inlet from April to October (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743

8/3/21: Sample collected on 7/26. Lab testing observed potentially toxic (PTOX) cyanobacteria and microcystins detected at 0.95 ug/L. Caution advisory posted.

7/26/2021: Sample collected on 7/19. Lab testing observed potentially toxic (PTOX) cyanobacteria and microcystins detected at 0.41 ug/L. No advisory.

7/12/2021: samples collected on 7/6. Toxins were not analyzed due to no cyanobacteria observed by microscope.  No advisory

7/2/2021: samples collected on 6/28. Toxins were not analyzed due to no cyanobacteria observed by microscope.  No advisory

6/25/2021: Water sample collected on 6/21/2021. No potentially toxigenic (PTOX) cyanobacteria observed and no additional toxin analysis recommended. No advisory.

6/18/2021: Water sample collected on 6/14/2021. Low abundance of PTOX cyanobacteria but additional toxin analysis not recommended. No advisory.

6/17/2021: Water sample collected on 6/7/2021. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria and low abundance of PTOX cyanobacteria at 1 m depth, no cyanotoxins analyzed. No advisory.

6/7/2021: Water sample collected on 6/1/2021. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.

5/28/2021: Water sample collected. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.",FALSE,5/3/2021,"Lake Perris, outlet",State Parks,Region 8 - Santa Ana Region,Caution,CA Department of Water Resources (916) 653-8743,,Detail,34,-117
Riverside,"Lake Perris, Perris Swim Beach",Caution,8/3/2021,Both,7/26/2021,"Stay away from algae and scum in the water. Do NOT let pets go in the water, drink the water, or eat scum on the shore. Keep Children away from algae. Do not eat shellfish from this waterbody.",CA Dept. of Water Resources (916) 653-8743,State Parks,Riverside,FALSE,"California Department of Water Resources conducts cyanobacteria monitoring at Clifton Court Forebay Inlet from Memorial Day to Labor Day (season is extended if cyanotoxins are present). DWR Public Affairs Office (916) 653-8743

8/3/21: Sample collected on 7/26. Lab testing observed potentially toxic (PTOX) cyanobacteria and microcystins detected at 0.95 ug/L. Caution advisory posted.

7/26/2021: Sample collected on 7/19. Lab testing observed potentially toxic (PTOX) cyanobacteria and microcystins detected at 0.35 ug/L. No advisory.

7/12/2021: samples collected on 7/12. Toxins were not analyzed due to low abundance of cyanobacteria observed by microscope.  No advisory

7/2/2021: samples collected on 6/28. Toxins were not analyzed due to no cyanobacteria observed by microscope.  No advisory

6/25/2021: Water sample collected on 6/21/2021. Low abundance of PTOX cyanobacteria and microcystins were not detected. No advisory.

6/18/2021: Water sample collected on 6/14/2021. Low abundance of PTOX cyanobacteria but additional toxin analysis not recommended. No advisory.

6/17/2021: Water sample collected on 6/7/2021. Lab testing observed potentially toxigenic (PTOX) cyanobacteria, microcystins analyzed and were non-detect. No advisory.

6/7/2021: Water sample collected on 6/1/2021. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.

5/28/2021: Water sample collected. Lab testing observed no potentially toxigenic (PTOX) cyanobacteria, no cyanotoxins analyzed. No advisory.",FALSE,5/14/2021,"Lake Perris, Perris Swim Beach",State Parks,Region 8 - Santa Ana Region,Caution,CA Dept. of Water Resources (916) 653-8743,,Detail,34,-117
